isbn_13,genre
9780786838650,"['fantasy', 'young-adult', 'fiction']"
9780451529300,"['classics', 'fiction', 'historical-fiction', 'young-adult', 'romance']"
9780142437210,"['classics', 'fiction', 'romance', 'historical-fiction']"
9780770430080,"['fiction', 'fantasy', 'classics', 'contemporary', 'philosophy']"
9781565125600,"['fiction', 'historical-fiction', 'romance', 'contemporary']"
9780375831000,"['historical-fiction', 'fiction', 'young-adult', 'classics']"
9780316160190,"['young-adult', 'fantasy', 'romance', 'fiction', 'paranormal']"
9780060513030,"['poetry', 'classics', 'fiction', 'young-adult', 'fantasy']"
9781416914280,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
9780316160210,"['young-adult', 'fantasy', 'romance', 'fiction', 'paranormal']"
9780375826700,"['fantasy', 'young-adult', 'fiction']"
9780345391800,"['science-fiction', 'fiction', 'fantasy', 'classics']"
9780060929880,"['classics', 'fiction', 'science-fiction', 'fantasy', 'philosophy']"
9780316067930,"['young-adult', 'fantasy', 'romance', 'fiction', 'paranormal']"
9780142001740,"['fiction', 'historical-fiction', 'young-adult', 'classics', 'contemporary', 'chick-lit']"
9780142437180,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
9780064410940,"['classics', 'fiction', 'young-adult', 'fantasy']"
9781400032720,"['fiction', 'mystery', 'young-adult', 'contemporary', 'classics', 'psychology']"
9781594633670,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']"
9780679879240,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
9780393978900,"['classics', 'fiction', 'romance', 'historical-fiction']"
9780743454540,"['fiction', 'contemporary', 'chick-lit', 'young-adult']"
9780385333850,"['classics', 'fiction', 'science-fiction', 'historical-fiction', 'fantasy']"
9780446675540,"['classics', 'historical-fiction', 'fiction', 'romance']"
9781594489500,"['fiction', 'historical-fiction', 'contemporary']"
9780671027350,"['young-adult', 'fiction', 'contemporary', 'romance', 'classics']"
9780007442910,"['young-adult', 'fiction', 'fantasy', 'science-fiction', 'romance']"
9780812550700,"['science-fiction', 'fiction', 'young-adult', 'fantasy', 'classics']"
9780450040180,"['horror', 'fiction', 'thriller', 'classics', 'fantasy', 'mystery', 'paranormal', 'suspense']"
9780316068050,"['young-adult', 'science-fiction', 'fantasy', 'romance', 'fiction', 'paranormal']"
9780142402510,"['young-adult', 'fiction', 'contemporary', 'romance', 'mystery']"
9780140280100,"['fiction', 'chick-lit', 'romance', 'contemporary']"
9780141439660,"['classics', 'fiction', 'historical-fiction']"
9780439244190,"['young-adult', 'fiction', 'classics', 'mystery', 'contemporary']"
9780307275550,"['chick-lit', 'fiction', 'contemporary', 'romance']"
9780143039950,"['classics', 'fiction', 'poetry', 'fantasy', 'historical-fiction']"
9780156012200,"['classics', 'fiction', 'fantasy', 'young-adult', 'philosophy']"
9780743247540,"['nonfiction', 'memoir', 'biography', 'contemporary']"
9780385486800,"['nonfiction', 'biography', 'travel', 'classics', 'memoir']"
9780141439600,"['classics', 'fiction', 'historical-fiction']"
9780060256650,"['classics', 'fiction', 'poetry', 'young-adult', 'fantasy']"
9780385338610,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
9780374500020,"['nonfiction', 'classics', 'history', 'memoir', 'biography']"
9780142414930,"['young-adult', 'contemporary', 'fiction', 'romance', 'mystery']"
9780345418260,"['fantasy', 'fiction', 'classics', 'romance', 'young-adult']"
9780140385720,"['classics', 'young-adult', 'fiction', 'historical-fiction', 'contemporary']"
9780385737940,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'mystery']"
9780061234000,"['nonfiction', 'business', 'science', 'psychology']"
9780517189600,"['classics', 'fiction', 'young-adult', 'historical-fiction', 'fantasy']"
9780060531040,"['fiction', 'classics', 'fantasy', 'historical-fiction']"
9780375751520,"['classics', 'fiction', 'horror', 'fantasy']"
9780345803500,"['romance', 'fiction', 'contemporary', 'chick-lit']"
9780393970130,"['classics', 'horror', 'fiction', 'fantasy', 'paranormal']"
9780307269980,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']"
9781612130580,"['romance', 'fiction', 'contemporary', 'chick-lit']"
9780060786500,"['fiction', 'historical-fiction', 'classics', 'religion']"
9780349113910,"['nonfiction', 'memoir', 'biography']"
9780099408390,"['fiction', 'classics', 'fantasy', 'young-adult']"
9780140449270,"['classics', 'fiction', 'historical-fiction', 'romance']"
9780307265430,"['fiction', 'science-fiction', 'classics', 'horror', 'contemporary']"
9780007524270,"['young-adult', 'fiction', 'science-fiction', 'fantasy', 'romance']"
,"['nonfiction', 'memoir', 'biography']"
9780440241420,"['chick-lit', 'fiction', 'romance', 'contemporary', 'young-adult']"
9780451525260,"['classics', 'fiction', 'historical-fiction', 'romance']"
9780553381700,"['fantasy', 'fiction']"
9780143037150,"['fiction', 'contemporary', 'historical-fiction', 'chick-lit']"
9780684833390,"['classics', 'fiction', 'historical-fiction']"
9780751529810,"['nonfiction', 'memoir', 'biography', 'classics', 'philosophy', 'self-help', 'contemporary']"
9780312422160,"['fiction', 'historical-fiction', 'contemporary', 'classics']"
9780143039560,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
9780143038090,"['fiction', 'historical-fiction', 'classics', 'contemporary']"
9780385490820,"['fiction', 'classics', 'science-fiction', 'fantasy']"
9780385729340,"['young-adult', 'fiction', 'chick-lit', 'contemporary', 'romance']"
,"['classics', 'fiction', 'romance']"
9780060987110,"['fantasy', 'fiction', 'classics']"
9780582418270,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
9780521618750,"['classics', 'fiction', 'poetry']"
9780316346630,"['nonfiction', 'business', 'psychology', 'science', 'self-help', 'philosophy']"
9781451648540,"['biography', 'nonfiction', 'business', 'history', 'memoir']"
9780451163970,"['classics', 'fiction', 'psychology', 'contemporary']"
9780684830490,"['classics', 'fiction']"
9780142000660,"['classics', 'fiction', 'historical-fiction']"
9781401308580,"['fiction', 'contemporary', 'fantasy', 'spirituality', 'classics', 'philosophy']"
9780451528830,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
9781416914300,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
9780553573430,"['fantasy', 'fiction']"
9780060759960,"['fiction', 'chick-lit', 'contemporary', 'historical-fiction']"
9780440242950,"['historical-fiction', 'romance', 'fantasy', 'fiction']"
9780142437260,"['classics', 'fiction', 'historical-fiction']"
9781594744760,"['fantasy', 'young-adult', 'fiction', 'paranormal', 'mystery', 'horror', 'historical-fiction']"
9780307270000,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']"
9780804139020,"['science-fiction', 'fiction', 'thriller']"
9780451207140,"['historical-fiction', 'fiction', 'fantasy', 'classics']"
9781476746590,"['historical-fiction', 'fiction']"
9781400064170,"['nonfiction', 'history', 'biography', 'memoir']"
9780671027380,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'science-fiction']"
9780316055440,"['fiction', 'contemporary', 'art', 'mystery']"
9780452287020,"['historical-fiction', 'fiction', 'classics', 'art', 'romance']"
9780525421030,"['young-adult', 'romance', 'contemporary', 'fiction', 'music']"
9780312353770,"['historical-fiction', 'fiction', 'religion']"
9780786856860,"['fantasy', 'young-adult', 'fiction']"
9780446528050,"['romance', 'fiction', 'chick-lit', 'contemporary', 'young-adult']"
9781416914300,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
9780743477110,"['classics', 'fiction', 'poetry']"
9780618346260,"['fantasy', 'fiction', 'classics']"
9780312321180,"['chick-lit', 'romance', 'fiction', 'contemporary']"
9780394800160,"['classics', 'fiction', 'poetry', 'fantasy', 'young-adult']"
9780142403880,"['fantasy', 'fiction', 'classics', 'young-adult']"
9781423101470,"['fantasy', 'young-adult', 'fiction']"
9780192833590,"['classics', 'fiction', 'historical-fiction']"
,"['classics', 'fiction', 'philosophy']"
9781423113390,"['fantasy', 'young-adult', 'fiction']"
9781250012580,"['young-adult', 'romance', 'contemporary', 'fiction']"
9780553582020,"['fantasy', 'fiction']"
9780525423640,"['young-adult', 'romance', 'science-fiction', 'fiction', 'fantasy']"
9780747263750,"['fantasy', 'fiction', 'science-fiction', 'contemporary']"
9780385199580,"['horror', 'fiction', 'fantasy', 'science-fiction', 'thriller', 'classics']"
9780446547570,"['romance', 'fiction', 'young-adult', 'contemporary', 'chick-lit']"
9780552151700,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'science-fiction']"
9780141439590,"['classics', 'fiction', 'romance', 'historical-fiction']"
9780345803920,"['classics', 'fiction', 'romance', 'historical-fiction']"
9780739380340,"['fantasy', 'young-adult', 'fiction']"
9780451169520,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'paranormal', 'classics']"
9780143058140,"['classics', 'fiction', 'philosophy', 'crime']"
9780061148510,"['classics', 'fiction', 'psychology', 'poetry']"
9780007205230,"['nonfiction', 'memoir', 'biography', 'classics', 'history']"
9780553208850,"['classics', 'fiction', 'philosophy', 'religion', 'spirituality', 'historical-fiction']"
9780679745590,"['nonfiction', 'classics', 'crime', 'mystery', 'history', 'thriller', 'biography']"
9780316042670,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9781416975860,"['fantasy', 'young-adult', 'paranormal', 'romance', 'historical-fiction', 'fiction']"
9780141301070,"['fiction', 'classics', 'fantasy', 'young-adult']"
9780385534640,"['fantasy', 'fiction', 'romance', 'historical-fiction', 'young-adult']"
9780743227440,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
9780689865380,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'romance']"
,"['fantasy', 'fiction']"
9780618640160,"['fantasy', 'classics', 'fiction', 'young-adult']"
9780307592740,"['nonfiction', 'memoir', 'travel', 'biography']"
9780930289230,"['graphic-novels', 'comics', 'fiction', 'science-fiction', 'fantasy', 'classics']"
9780756404080,"['fantasy', 'fiction']"
9780316017920,"['nonfiction', 'psychology', 'business', 'self-help', 'science']"
9780142437250,"['classics', 'fiction', 'historical-fiction']"
9780441008540,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'horror']"
9780739461200,"['nonfiction', 'memoir', 'biography', 'contemporary']"
9780312330870,"['mystery', 'classics', 'fiction', 'crime', 'thriller', 'suspense']"
9780385504220,"['fiction', 'mystery', 'thriller', 'suspense', 'historical-fiction', 'crime']"
9781416989420,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']"
9781561797460,"['classics', 'fiction', 'fantasy', 'historical-fiction']"
9780345476880,"['horror', 'fantasy', 'fiction', 'paranormal', 'classics', 'historical-fiction']"
9780062059930,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']"
9780312362090,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
9781400052170,"['nonfiction', 'science', 'history', 'biography']"
9780099446780,"['horror', 'fiction', 'thriller', 'mystery', 'crime', 'suspense', 'classics']"
9781595141740,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9780316010660,"['nonfiction', 'psychology', 'business', 'science', 'self-help', 'philosophy']"
9780385721790,"['fiction', 'historical-fiction', 'romance', 'classics', 'contemporary']"
9780553213690,"['classics', 'fiction', 'fantasy', 'philosophy', 'horror']"
9780141382890,"['fantasy', 'young-adult', 'fiction']"
9780307887440,"['science-fiction', 'fiction', 'young-adult', 'fantasy']"
9781554681720,"['fiction', 'contemporary']"
9780425263910,"['romance', 'contemporary', 'fiction', 'chick-lit']"
9780066238500,"['fantasy', 'classics', 'fiction', 'young-adult', 'christian']"
9780316043140,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9781558743660,"['nonfiction', 'memoir', 'biography', 'psychology']"
9780752864330,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
9780786817870,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
9780385738930,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
9780142000660,"['classics', 'fiction', 'historical-fiction']"
9780307341560,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']"
9780385339090,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
9780312291630,"['chick-lit', 'fiction', 'contemporary', 'romance']"
9780451527740,"['classics', 'fantasy', 'fiction', 'young-adult']"
9780192802640,"['classics', 'fiction', 'romance', 'historical-fiction']"
9780312370830,"['historical-fiction', 'fiction']"
9780452284690,"['fantasy', 'fiction', 'horror', 'science-fiction', 'thriller']"
9781400034680,"['fiction', 'classics', 'historical-fiction', 'romance']"
9780399159340,"['fiction', 'mystery', 'chick-lit', 'contemporary', 'thriller']"
9780385494790,"['nonfiction', 'memoir', 'travel', 'biography', 'history', 'sports']"
9781416524300,"['horror', 'fiction', 'thriller', 'paranormal', 'fantasy', 'classics']"
9780312422270,"['memoir', 'nonfiction', 'biography', 'psychology']"
9780307346600,"['horror', 'fiction', 'science-fiction', 'fantasy']"
9780385537860,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction', 'crime']"
9780440227530,"['historical-fiction', 'young-adult', 'fiction', 'classics']"
9780446692630,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
9780450417400,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'crime']"
9780307341550,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']"
9780312360270,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9780743269510,"['self-help', 'nonfiction', 'business', 'psychology', 'philosophy']"
9780743477540,"['classics', 'fiction', 'fantasy', 'romance', 'poetry']"
9780618711660,"['fiction', 'contemporary', 'historical-fiction', 'young-adult']"
9780375869020,"['young-adult', 'fiction', 'contemporary']"
9780394800010,"['classics', 'fiction', 'poetry', 'fantasy']"
9780316206850,"['mystery', 'fiction', 'crime', 'thriller', 'contemporary']"
9780545123270,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
9780452011880,"['classics', 'philosophy', 'science-fiction', 'fiction']"
9780143038250,"['nonfiction', 'memoir', 'biography', 'travel', 'history']"
9780517223630,"['classics', 'fantasy', 'fiction', 'young-adult']"
9780143034900,"['fiction', 'historical-fiction', 'mystery', 'fantasy']"
9780385738750,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'mystery']"
9780671723650,"['nonfiction', 'self-help', 'business', 'psychology', 'classics']"
9780767900390,"['travel', 'nonfiction', 'memoir', 'romance', 'biography', 'chick-lit', 'contemporary']"
9780590920680,"['fantasy', 'young-adult', 'fiction', 'romance']"
9780743297330,"['classics', 'fiction', 'historical-fiction']"
9780061120080,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
9780446677390,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
9780312577220,"['historical-fiction', 'fiction', 'romance']"
9781400078780,"['fiction', 'science-fiction', 'contemporary', 'romance']"
9780786890750,"['romance', 'chick-lit', 'fiction', 'contemporary']"
9781844080380,"['classics', 'fiction', 'mystery', 'romance', 'historical-fiction', 'thriller', 'suspense']"
9780552995870,"['fiction', 'romance', 'historical-fiction', 'classics', 'fantasy']"
9780451205770,"['fiction', 'classics', 'crime', 'thriller', 'historical-fiction', 'mystery']"
9780525476890,"['young-adult', 'contemporary', 'fiction', 'romance']"
9780553803720,"['science-fiction', 'fiction', 'classics', 'fantasy']"
9780062255660,"['fantasy', 'fiction', 'horror', 'young-adult', 'paranormal']"
9780060513060,"['poetry', 'classics', 'fiction', 'young-adult']"
9780751565360,"['fantasy', 'fiction', 'young-adult']"
9780061726840,"['young-adult', 'romance', 'science-fiction', 'fantasy', 'fiction']"
9780385339700,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
9780061139380,"['fantasy', 'horror', 'fiction', 'young-adult', 'paranormal']"
9780060853980,"['fantasy', 'fiction', 'science-fiction']"
9780140042600,"['classics', 'fiction', 'travel']"
9781476729080,"['fiction', 'romance', 'contemporary', 'chick-lit']"
9780446579930,"['romance', 'fiction', 'chick-lit', 'contemporary']"
9780451191150,"['fiction', 'classics', 'philosophy']"
9780425172900,"['fiction', 'thriller', 'mystery', 'suspense']"
9780380395870,"['classics', 'fiction', 'fantasy', 'young-adult']"
9780307886260,"['nonfiction', 'memoir', 'biography']"
9780375414500,"['fiction', 'historical-fiction']"
9780061125270,"['fantasy', 'fiction', 'classics', 'young-adult', 'christian']"
9780753453800,"['classics', 'fiction', 'young-adult', 'historical-fiction', 'fantasy']"
9781423140600,"['fantasy', 'young-adult', 'fiction']"
9781451627280,"['fiction', 'historical-fiction', 'science-fiction', 'fantasy', 'horror', 'thriller', 'mystery']"
9780241003010,"['fiction', 'classics']"
9780140285600,"['fiction', 'classics', 'science-fiction', 'fantasy']"
9780451528550,"['classics', 'science-fiction', 'fiction', 'fantasy']"
9780849946160,"['nonfiction', 'christian', 'religion', 'spirituality', 'memoir', 'biography']"
9780385751060,"['historical-fiction', 'fiction', 'young-adult', 'classics']"
9781892295490,"['classics', 'fiction', 'historical-fiction']"
9781582701710,"['self-help', 'nonfiction', 'spirituality', 'psychology', 'philosophy', 'business']"
9780060987560,"['fiction', 'contemporary', 'psychology']"
9781416524340,"['horror', 'fiction', 'thriller', 'fantasy', 'paranormal', 'suspense', 'mystery']"
9780671021010,"['fiction', 'contemporary', 'chick-lit']"
9780756404730,"['fantasy', 'fiction']"
9780440241900,"['chick-lit', 'romance', 'fiction', 'contemporary']"
9781442403540,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
9780743418170,"['chick-lit', 'fiction', 'romance', 'contemporary']"
9780380018180,"['fiction', 'historical-fiction', 'romance', 'classics']"
9780060530920,"['fantasy', 'young-adult', 'fiction', 'horror', 'paranormal']"
9781451681730,"['fiction', 'historical-fiction', 'romance']"
9780439709100,"['fantasy', 'young-adult', 'fiction']"
9780091883770,"['nonfiction', 'self-help', 'business', 'psychology', 'philosophy']"
9780307279460,"['nonfiction', 'travel', 'memoir', 'biography', 'history']"
9780553279380,"['nonfiction', 'classics', 'memoir', 'biography', 'poetry']"
9780061950730,"['historical-fiction', 'fiction', 'young-adult', 'contemporary']"
9781442416860,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
9780316204280,"['fiction', 'contemporary', 'mystery', 'chick-lit']"
9780375806810,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
9780060557810,"['fantasy', 'fiction', 'science-fiction', 'horror', 'young-adult']"
9780571224390,"['fiction', 'classics', 'philosophy', 'romance', 'contemporary']"
,"['young-adult', 'contemporary', 'romance', 'fiction', 'chick-lit']"
9780552135400,"['fiction', 'classics', 'contemporary', 'historical-fiction']"
9780316182550,"['fiction', 'contemporary', 'chick-lit', 'young-adult']"
9780399256750,"['young-adult', 'science-fiction', 'romance', 'fantasy', 'fiction']"
9780743496730,"['fiction', 'contemporary', 'chick-lit', 'young-adult', 'mystery', 'crime']"
9780812511820,"['fantasy', 'fiction']"
9780061150140,"['fiction', 'romance', 'contemporary', 'chick-lit', 'mystery', 'young-adult']"
9780060764910,"['fantasy', 'classics', 'fiction', 'young-adult', 'christian']"
9780595440090,"['fiction', 'contemporary', 'psychology']"
9780425263910,"['romance', 'contemporary', 'fiction', 'chick-lit']"
9780375814240,"['fantasy', 'fiction', 'classics', 'young-adult']"
9780446696620,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
9780345453750,"['science-fiction', 'fiction', 'fantasy', 'classics']"
9780340896970,"['fiction', 'romance', 'contemporary', 'chick-lit']"
9780060775860,"['classics', 'fiction', 'poetry', 'young-adult']"
9780061969550,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'romance', 'paranormal']"
9780140275360,"['classics', 'poetry', 'fiction', 'fantasy', 'historical-fiction']"
9780316228530,"['fiction', 'contemporary', 'mystery']"
9780385339700,"['fiction', 'thriller', 'mystery', 'crime', 'suspense']"
9780316777740,"['nonfiction', 'memoir', 'biography']"
9780375840400,"['fantasy', 'young-adult', 'fiction']"
9780140621680,"['classics', 'fantasy', 'fiction', 'young-adult']"
9780007202300,"['fantasy', 'fiction', 'classics', 'young-adult', 'christian']"
,"['young-adult', 'contemporary', 'mystery', 'fiction', 'romance', 'thriller']"
9780450031070,"['horror', 'fiction', 'fantasy', 'thriller', 'paranormal', 'mystery']"
9780679785900,"['fiction', 'classics', 'contemporary', 'travel']"
9781416975880,"['fantasy', 'young-adult', 'romance', 'paranormal', 'historical-fiction', 'fiction']"
9780062268340,"['nonfiction', 'memoir', 'biography']"
9780743477550,"['classics', 'fiction', 'poetry']"
9781400033420,"['fiction', 'classics', 'historical-fiction']"
9780152063960,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
9780439206470,"['fiction', 'young-adult', 'fantasy', 'mystery']"
9780449213940,"['classics', 'fiction', 'historical-fiction']"
9780679805270,"['fiction', 'classics', 'poetry', 'fantasy', 'young-adult']"
9781594631760,"['fiction', 'historical-fiction', 'contemporary']"
9780141439750,"['classics', 'fiction', 'historical-fiction']"
9780525423270,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
9780007173040,"['classics', 'fiction', 'poetry', 'fantasy']"
9781401207920,"['graphic-novels', 'comics', 'fiction', 'science-fiction', 'classics', 'fantasy']"
9780743223130,"['history', 'biography', 'nonfiction']"
9780553384280,"['horror', 'fiction', 'mystery', 'fantasy', 'thriller', 'paranormal', 'suspense']"
9780439488400,"['young-adult', 'fiction', 'contemporary', 'romance']"
9781423113390,"['fantasy', 'young-adult', 'fiction']"
9780441788380,"['science-fiction', 'fiction', 'classics', 'fantasy', 'philosophy', 'religion']"
9780965904830,"['nonfiction', 'memoir', 'biography']"
9780141311370,"['fantasy', 'fiction', 'classics', 'young-adult']"
9780767908180,"['nonfiction', 'science', 'history', 'philosophy']"
9780439227150,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
9780385738770,"['young-adult', 'science-fiction', 'fiction', 'fantasy']"
9780061142020,"['fantasy', 'fiction', 'romance', 'young-adult']"
9780618485220,"['fiction', 'contemporary']"
9780670022410,"['fantasy', 'fiction', 'romance', 'paranormal']"
9780375704020,"['fiction', 'romance', 'contemporary']"
9780446672210,"['fiction', 'chick-lit', 'romance', 'contemporary', 'young-adult']"
9780525421580,"['young-adult', 'contemporary', 'fiction', 'romance']"
9780307276900,"['fiction', 'contemporary', 'psychology']"
9781595141750,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9780307352150,"['nonfiction', 'psychology', 'self-help', 'science', 'business']"
9780142437340,"['classics', 'fiction', 'historical-fiction']"
9780689840920,"['young-adult', 'fiction', 'classics']"
9780765311790,"['fantasy', 'fiction', 'young-adult']"
9780451528960,"['classics', 'fiction', 'horror', 'science-fiction', 'mystery', 'fantasy']"
9780679889110,"['fiction', 'classics', 'poetry', 'fantasy', 'young-adult']"
9780810993140,"['fiction', 'young-adult', 'graphic-novels', 'comics']"
9781599906960,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
9781595141970,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9780684803360,"['classics', 'fiction', 'historical-fiction']"
9780345505330,"['historical-fiction', 'fiction', 'romance']"
9780140120840,"['fiction', 'classics', 'historical-fiction', 'horror', 'mystery', 'thriller', 'crime']"
9780060838580,"['nonfiction', 'history', 'science', 'business']"
9780747599880,"['fantasy', 'fiction', 'young-adult']"
9780099910110,"['classics', 'fiction', 'historical-fiction', 'romance']"
9780553212280,"['classics', 'horror', 'fiction', 'poetry', 'mystery', 'fantasy']"
9781590302260,"['nonfiction', 'classics', 'philosophy', 'history', 'business']"
9780385344230,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
9780385334200,"['fiction', 'classics', 'science-fiction']"
9780874774240,"['art', 'nonfiction', 'psychology', 'self-help']"
9780060838720,"['fiction', 'contemporary', 'music', 'romance']"
9780739467350,"['history', 'nonfiction', 'science']"
9780375508420,"['fiction', 'historical-fiction', 'classics', 'chick-lit']"
9780385474540,"['fiction', 'classics', 'historical-fiction']"
9780385338690,"['chick-lit', 'romance', 'fiction', 'contemporary']"
9781881273160,"['nonfiction', 'self-help', 'psychology', 'christian']"
,"['classics', 'fiction', 'historical-fiction']"
9781416589650,"['fiction', 'historical-fiction', 'contemporary']"
9780312532760,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9780590032490,"['fantasy', 'fiction', 'classics', 'young-adult']"
9780743298020,"['fiction', 'mystery', 'historical-fiction', 'fantasy']"
9781595142500,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9781595141990,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
9780446676080,"['romance', 'fiction', 'chick-lit', 'contemporary']"
9780345521310,"['historical-fiction', 'fiction', 'romance']"
9780545044260,"['fantasy', 'young-adult', 'fiction', 'classics']"
9780062059960,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']"
9780156001310,"['fiction', 'historical-fiction', 'mystery', 'classics', 'crime']"
9781416914630,"['young-adult', 'fiction', 'classics', 'contemporary', 'psychology']"
9780802130200,"['fiction', 'classics', 'contemporary']"
